Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Snp,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,Slc,index,Label_wp,Label_np
Are parents best teachers?,0.8777086375,0.8716658323,0.6707378855,0.7204526665,0.7397002495,0,1,0,0,0.4765725623,0.373,20,3702,1,0
Are parents best teachers?,0.8003149302,0.8003149302,0.6070920002,0,0,0,1,0,0,0.9568113731,0.565,3,3702,1,0
Are parents best teachers?,0.8777086375,0.8716658323,0.6707378855,0.7204526665,0.7397002495,0,1,0,0,0.1419905186,0.347,16,3702,1,0
Are parents best teachers?,0.8777086375,0.8716658323,0.6829642255,0.7204526665,0.7218678779,0,1,0,0,0.557354539,0.358,22,3702,1,0
Are parents best teachers?,0.8876246738,0,0,0,0.6068187416,0,1,0,0,0.0787144246,0.244,15,3703,1,0
Are parents best teachers?,0.8876246738,0,0,0,0.6068187416,0,1,0,0,0.0164268307,0.231,17,3703,1,0
Are parents best teachers?,0.8876246738,0.8233083768,0,0.7204526665,0.743059709,0,1,0,0,0.5103906839,0.278,24,3704,1,0
Are parents best teachers?,0.8876246738,0.8233083768,0,0.7204526665,0.743059709,0,1,0,0,0.3516061191,0.259,28,3704,1,0
Are parents best teachers?,0.8173901496,0.8235033759,0.6051117589,0.8955677322,0.6313013519,0,1,0,0,0.0948298916,0.396,12,3705,1,1
Are parents best teachers?,0.8173901496,0.8235033759,0.6051117589,0.8955677322,0.6679739668,0,1,0,0,0.2810141584,0.33,17,3705,1,1
Are parents best teachers?,0.8180625916,0.8233083768,0.3131415851,0.7380864136,0.8890043608,0,1,0,0,0.8607142447,0.272,14,3706,1,1
Are parents best teachers?,0.8180625916,0.8233083768,0.3131415851,0.7380864136,0.8373918066,0,1,0,0,0.881491525,0.242,17,3706,1,1
Are parents best teachers?,0.8876246738,0,0,0,0.6839372829,0,1,0,0,0.0709633574,0.307,18,3707,0,0
Are parents best teachers?,0.8876246738,0,0,0,0.5712000537,0,1,1,0,6.82329221423E-05,0.361,26,3707,0,0
Tv has NO negative effects on children,0.7828822418,0,0,0,0,0,1,0,0,0.9968724054,0,10,3708,0,0
Tv has NO negative effects on children,0.7828822418,0,0,0,0,0,1,0,0,0.9958013279,0,12,3708,0,0
Tv has NO negative effects on children,0.7704668533,0.8499944256,0.6211265812,0.8397457591,0,0,1,0,0,0.9941100728,0.291,10,3709,0,0
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.6265392005,0,0,0,0,0,0,0.9733028833,0.328,10,3709,0,0
Tv has NO negative effects on children,0.7704668533,0.7704668533,0.6211265812,0.8397457591,0,0,1,0,0,0.9880258955,0,3,3709,0,0
Tv has NO negative effects on children,0.7252489663,0.8499944256,0.5075980388,0.6920850026,0,0,1,0,0,0.8917357049,0.425,6,3709,0,0
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.6265392005,0.8397457591,0,0,1,0,0,0.998774727,0.309,21,3709,0,0
Tv has NO negative effects on children,0.7252489663,0.8643205398,0.5788840221,0.6920850026,0,0,1,0,0,0.9999500861,0.548,13,3710,1,1
Tv has NO negative effects on children,0.7132057883,0.8643205398,0.5788840221,0,0,0,1,0,0,0.9977550378,0.677,3,3710,1,1
Tv has NO negative effects on children,0.7252489663,0.8499944256,0.5075980388,0.6920850026,0,0,1,0,0,0.9945207644,0.559,9,3710,1,1
Tv has NO negative effects on children,0.7252489663,0.8643205398,0.5788840221,0.6920850026,0,0,1,0,0,0.9996308349,0.519,15,3710,1,1
Tv has NO negative effects on children,0.7967500867,0.8793818743,0.4322923824,0.7991865519,0,0,1,0,0,0.950154998,0.278,9,3711,0,0
Tv has NO negative effects on children,0.7967500867,0.8793818743,0.4322923824,0.7991865519,0,0,1,0,0,0.950154998,0.278,9,3711,0,0
Tv has NO negative effects on children,0.7252489663,0.8499944256,0.5075980388,0.6920850026,0,0,1,0,0,0.7729289638,0.367,7,3712,1,1
Tv has NO negative effects on children,0.7386170221,0.8831082122,0.3577243593,0.506996771,0,0,1,0,0,0.7118107391,0.266,11,3712,1,1
Tv has NO negative effects on children,0,0,0,0,0,0,0,0,0,0.8684134164,0,4,3713,1,0
Tv has NO negative effects on children,0.6705616762,0.8137824437,0.7997025061,0.8428657891,0,0,1,0,0,0.9348873556,0,11,3713,1,0
Tv has NO negative effects on children,0.6705616762,0.8137824437,0.7997025061,0.8428657891,0,0,1,0,0,0.867623825,0,17,3713,1,0
Tv has NO negative effects on children,0.7108385874,0.6777460201,0.6382731512,0.7599656202,0,0,0,0,0,0.9782771649,0.318,7,3714,1,0
Tv has NO negative effects on children,0.8285875037,0,0,0,0,0,0,0,0,0.3551531787,0,8,3714,1,0
Tv has NO negative effects on children,0.8285875037,0.6777460201,0.6382731512,0.7599656202,0,0,0,0,0,0.6540678196,0.177,16,3714,1,0
Tv has NO negative effects on children,0.7625934419,0.8137824437,0.7997025061,0.8428657891,0,0,0,0,0,0.3258447527,0,5,3715,1,0
Tv has NO negative effects on children,0.6765117438,0.8137824437,0.7997025061,0.8428657891,0,0,1,0,1,0.406220961,0,12,3715,1,0
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.6265392005,0,0,0,1,0,0,0.3340234243,0,8,3716,1,0
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.6265392005,0,0,0,1,0,0,0.3340234243,0,8,3716,1,0
Tv has NO negative effects on children,0.7828822418,0,0,0,0,0,0,0,0,0.9964571416,0,8,3717,1,0
Tv has NO negative effects on children,0.7828822418,0,0,0,0,0,0,0,0,0.9964571416,0,8,3717,1,0
Tv has NO negative effects on children,0.6290789324,0.8462466692,0.8462466692,0.8325639346,0,0,1,0,1,0.9842954327,0.24,16,3718,1,0
Tv has NO negative effects on children,0.6290789324,0.8462466692,0.8462466692,0.8325639346,0,0,1,0,1,0.9761812362,0.227,18,3718,1,0
Tv has NO negative effects on children,0.7704668533,0.7704668533,0.6211265812,0.8397457591,0,0,1,0,0,0.5469831825,0.343,17,3719,1,0
Tv has NO negative effects on children,0.7704668533,0.7704668533,0.6211265812,0.8397457591,0,0,1,0,0,0.5469831825,0.343,17,3719,1,0
Tv has NO negative effects on children,0.7167333662,0.8499944256,0.5075980388,0.6920850026,0,0,1,0,0,0.7409192742,0.675,8,3720,1,1
Tv has NO negative effects on children,0.7167333662,0.8499944256,0.5075980388,0.6920850026,0,0,1,0,0,0.6565282753,0.58,11,3720,1,1
Tv has NO negative effects on children,0.7943256775,0.818641367,0.7997025061,0.8428657891,0,0,1,0,0,0.9931571807,0,10,3721,0,0
Tv has NO negative effects on children,0.7943256775,0.818641367,0.7997025061,0.8428657891,0,0,1,0,0,0.9931571807,0,10,3721,0,0
Tv has NO negative effects on children,0.7108385874,0.6777460201,0.6382731512,0.7599656202,0,0,1,1,0,0.7797886268,0.333,8,3722,1,0
Tv has NO negative effects on children,0.8285875037,0,0,0,0,0,1,0,0,0.9520175556,0.261,9,3722,1,0
Tv has NO negative effects on children,0.8285875037,0.6777460201,0.6382731512,0.7599656202,0,0,1,1,0,0.8365650094,0.296,18,3722,1,0
Tv has NO negative effects on children,0.8285875037,0,0,0,0,0,1,0,0,0.6784131315,0,6,3723,1,0
Tv has NO negative effects on children,0,0,0,0,0,0,0,0,0,0.8561860758,0.808,7,3723,1,0
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.6265392005,0,0,0,1,0,0,0.7774029312,0.483,15,3723,1,0
Tv has NO negative effects on children,0.7132057883,0.8643205398,0.5788840221,0,0,0,0,0,0,0.9799616024,0.318,9,3724,1,0
Tv has NO negative effects on children,0.7132057883,0.8643205398,0.5788840221,0,0,0,0,0,0,0.9929097235,0.237,13,3724,1,0
Tv has NO negative effects on children,0.7132057883,0.8643205398,0.5788840221,0,0,0,0,0,0,0.992608345,0.486,4,3725,1,0
Tv has NO negative effects on children,0.7132057883,0.8643205398,0.5788840221,0,0,0,0,0,0,0.978386955,0.35,9,3725,1,0
Tv has NO negative effects on children,0.7132057883,0.8643205398,0.5788840221,0,0,0,1,0,1,0.9560814591,0,10,3726,1,0
Tv has NO negative effects on children,0.6186865623,0.7804954772,0.1091922918,0.7575626772,0,0,0,0,0,0.9178989253,0.483,5,3726,1,0
Tv has NO negative effects on children,0.7132057883,0.8643205398,0.5788840221,0.7575626772,0,0,1,0,1,0.9692567404,0.189,16,3726,1,0
Tv has NO negative effects on children,0.693936357,0.8347988456,0.6767656348,0.6993125582,0,0,0,0,0,0.9953049373,0,13,3727,1,0
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.6265392005,0,0,0,0,0,0,0.9999375583,0.469,9,3727,1,0
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.6767656348,0.6993125582,0,0,0,0,0,0.9975075388,0.209,25,3727,1,0
Tv has NO negative effects on children,0.7252489663,0.8499944256,0.5075980388,0.6920850026,0,0,0,0,0,0.826896522,0.438,6,3728,1,1
Tv has NO negative effects on children,0.7108385874,0.6777460201,0.6382731512,0.7599656202,0,0,0,0,0,0.9454010332,0.318,7,3728,1,1
Tv has NO negative effects on children,0.7298871416,0.8442672429,0.6983270082,0,0,0,1,0,0,0.9969173733,0.559,9,3728,1,1
Tv has NO negative effects on children,0.7298871416,0.8499944256,0.6983270082,0.7599656202,0,0,1,0,0,0.9691350148,0.394,32,3728,1,1
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.7997025061,0.8428657891,0,0,1,0,0,0.9496122834,0.54,15,3729,1,0
Tv has NO negative effects on children,0.8856914623,0.8856914623,0.6265392005,0,0,0,1,1,0,0.8696288585,0.495,18,3729,1,0
Tv has NO negative effects on children,0.7252489663,0.8643205398,0.5788840221,0.6920850026,0,0,1,0,0,0.9922992433,0.483,14,3730,1,1
Tv has NO negative effects on children,0.7132057883,0.8643205398,0.5788840221,0,0,0,1,0,0,0.9850650021,0.61,6,3730,1,1
Tv has NO negative effects on children,0.7252489663,0.8499944256,0.5075980388,0.6920850026,0,0,1,0,0,0.887220447,0.425,7,3730,1,1
Tv has NO negative effects on children,0.7252489663,0.8643205398,0.5788840221,0.6920850026,0,0,1,0,0,0.9760612755,0.412,18,3730,1,1
Businesses had better not employ the workers for the whole of their life,0.9050896997,0.9050896997,0.6564227076,0,0.6580643696,0,1,0,0,0.0022349108,0.273,25,3731,0,0
Businesses had better not employ the workers for the whole of their life,0.468043368,0.2945706515,0.1037830546,0,0,0,1,0,0,0.9390315109,0,3,3731,0,0
Businesses had better not employ the workers for the whole of their life,0.9050896997,0.9050896997,0.6564227076,0,0.6580643696,0,1,0,0,0.0005852677,0.317,21,3731,0,0
Businesses had better not employ the workers for the whole of their life,0.9050896997,0.9050896997,0.6564227076,0,0.6580643696,0,1,0,0,0.0022349108,0.273,25,3731,0,0
Businesses had better not employ the workers for the whole of their life,0.3710190453,0.7819143912,0,0.797966824,0.3074354805,0,1,0,0,0.9168953311,0,9,3732,0,0
Businesses had better not employ the workers for the whole of their life,0.3710190453,0.7819143912,0,0.797966824,0.3192314631,0,1,0,0,0.9955799879,0,14,3732,0,0
Businesses had better not employ the workers for the whole of their life,0.7418536375,0.9296622007,0.5822408274,0.7234865363,0.9734704297,1,1,0,0,0.0243721579,0.167,29,3733,1,1
Businesses had better not employ the workers for the whole of their life,0.7418536375,0.9150181819,0.5822408274,0,0,0,1,0,0,0.5233496223,0.296,7,3733,1,1
Businesses had better not employ the workers for the whole of their life,0.7248895921,0.9296622007,0.5475509556,0.7234865363,0.9734704297,0,0,0,0,0.0703995737,0.132,21,3733,1,1
Businesses had better not employ the workers for the whole of their life,0.7418536375,0.9296622007,0.5822408274,0.7234865363,0.9734704297,1,1,0,0,0.0243721579,0.167,29,3733,1,1
Businesses had better not employ the workers for the whole of their life,0.6313715796,0.8208212087,0.7474575908,0.746515807,0.6206775012,0,1,0,0,0.4217972989,0.178,15,3734,1,1
Businesses had better not employ the workers for the whole of their life,0.7856229022,0.942407474,0.7474575908,0.746515807,0.6206775012,0,1,0,0,0.2743780621,0.148,19,3734,1,1
Businesses had better not employ the workers for the whole of their life,0.7614907406,0.9078323308,0.6480450441,0.4063982428,0,0,1,0,0,0.0674504541,0,19,3735,1,0
Businesses had better not employ the workers for the whole of their life,0,0,0,0,0,0,0,0,0,0.9587142434,0.531,9,3735,1,0
Businesses had better not employ the workers for the whole of their life,0.7614907406,0.9078323308,0.6480450441,0.4063982428,0,0,1,0,0,0.1524321357,0.214,29,3735,1,0
Businesses had better not employ the workers for the whole of their life,0.6931261777,0.7010868335,0.6323631737,0.9217335825,0.6727082354,0,1,0,0,0.3144043029,0,16,3736,1,0
Businesses had better not employ the workers for the whole of their life,0.8412916096,0.7010868335,0.6323631737,0.9217335825,0.6727082354,0,1,0,0,0.1908491478,0,20,3736,1,0
Businesses had better not employ the workers for the whole of their life,0.5122177164,0.6668878145,0.636144035,0.7416108037,0.6944567858,0,1,0,0,0.9501258124,0.271,9,3737,1,0
Businesses had better not employ the workers for the whole of their life,0.5122177164,0.6668878145,0.636144035,0.7416108037,0.6944567858,0,1,0,0,0.9341041022,0.245,11,3737,1,0
Businesses had better not employ the workers for the whole of their life,0.9144006135,0,0,0,-0.3964820158,0,1,0,0,0.6528384008,0.444,3,3738,1,0
Businesses had better not employ the workers for the whole of their life,0.8715151318,0.6008978972,0.7206330814,0.7893462192,0.6898270747,0,1,0,0,0.8353579107,0.404,12,3738,1,0
Businesses had better not employ the workers for the whole of their life,0.9144006135,0.753698778,0.7224236872,0.7893462192,0.6898270747,0,1,0,0,0.6786654281,0.462,19,3738,1,0
Businesses had better not employ the workers for the whole of their life,0.6947431188,0.8751331054,0.6792909362,0.8418084197,0.6206775012,0,0,0,0,0.3777090983,0.167,13,3739,1,0
Businesses had better not employ the workers for the whole of their life,0.6947431188,0.8751331054,0.6792909362,0.8418084197,0.6206775012,0,0,0,0,0.3777090983,0.167,13,3739,1,0
Businesses had better not employ the workers for the whole of their life,0.6258747099,0.6258747099,0.6864891592,0.7540447461,0.5790823853,0,1,0,0,0.1707163426,0.29,15,3740,1,1
Businesses had better not employ the workers for the whole of their life,0.6258747099,0.6258747099,0.6864891592,0.7540447461,0.5790823853,0,1,0,0,0.132833098,0.273,17,3740,1,1
Businesses had better not employ the workers for the whole of their life,0,0,0,0,0,0,0,0,0,0.9346462202,0.512,4,3741,1,0
Businesses had better not employ the workers for the whole of their life,0.9144006135,0.9296622007,0.6354105287,0.8757719291,0.8818377878,0,1,0,0,0.3823477274,0.18,24,3741,1,0
Businesses had better not employ the workers for the whole of their life,0.9144006135,0,0,0,0,0,0,0,0,0.7310238743,0,3,3741,1,0
Businesses had better not employ the workers for the whole of their life,0.9144006135,0.9296622007,0.6354105287,0.8757719291,0.8818377878,0,1,0,0,0.1444708996,0.215,20,3741,1,0
Businesses had better not employ the workers for the whole of their life,0.9144006135,0.9296622007,0.6354105287,0.8757719291,0.8818377878,0,1,0,0,0.4921787688,0.228,29,3741,1,0
Businesses had better not employ the workers for the whole of their life,0.8715151318,0.6679468131,0.7949882765,0.7895624809,0.6693505131,0,1,0,0,0.0008996201,0.132,21,3742,1,0
Businesses had better not employ the workers for the whole of their life,0.621064169,0.6679468131,0.7949882765,0,0.5705943825,0,1,0,0,0.3007686679,0,5,3742,1,0
Businesses had better not employ the workers for the whole of their life,0.8715151318,0.6504801677,0.7940249215,0.7895624809,0.5856487651,0,0,0,0,0.0040201579,0.182,15,3742,1,0
Businesses had better not employ the workers for the whole of their life,0.8715151318,0.6679468131,0.7949882765,0.7895624809,0.6693505131,0,1,0,0,0.0006695619,0.127,23,3742,1,0
Businesses had better not employ the workers for the whole of their life,0.9144006135,0.828800998,0.7062093937,0.9145783073,0,0,1,0,0,0.879797759,0.395,17,3743,1,0
Businesses had better not employ the workers for the whole of their life,0.9144006135,0.828800998,0.7062093937,0.9145783073,0,0,1,0,0,0.879797759,0.395,17,3743,1,0
Businesses had better not employ the workers for the whole of their life,0.8715151318,0.600258608,0.7971949446,0.7933437053,0,0,1,0,0,0.0392840242,0.398,6,3744,1,0
Businesses had better not employ the workers for the whole of their life,0.6945480063,0.7971949446,0.7224236872,0.900878441,0.777900106,0,0,0,0,0.9982290902,0.2,12,3744,1,0
Businesses had better not employ the workers for the whole of their life,0.8715151318,0.7971949446,0.7971949446,0.900878441,0.777900106,0,1,0,0,0.8828923301,0.266,20,3744,1,0
Businesses had better not employ the workers for the whole of their life,0,0,0,0,0,0,0,0,0,0.9908043914,0,4,3745,1,0
Businesses had better not employ the workers for the whole of their life,0,0,0,0,0,0,0,0,0,0.4513426539,0.602,14,3745,1,0
Businesses had better not employ the workers for the whole of their life,0,0,0,0,0,0,0,0,0,0.9046803622,0.574,19,3745,1,0
Businesses had better not employ the workers for the whole of their life,0.8970513502,0.9296622007,0.5475509556,0.7234865363,0.6944517151,0,1,0,0,0.994933304,0.224,15,3746,1,1
Businesses had better not employ the workers for the whole of their life,0.8970513502,0.9296622007,0.5475509556,0.7234865363,0.7361028154,0,1,0,0,0.9993591909,0.19,19,3746,1,1
Businesses had better not employ the workers for the whole of their life,0.9050896997,0.9050896997,0.6564227076,0,0.8265683206,0,1,0,0,0.3674046795,0.225,13,3747,1,0
Businesses had better not employ the workers for the whole of their life,0.9050896997,0.9050896997,0.6564227076,0,0.8265683206,0,1,0,0,0.3674046795,0.225,13,3747,1,0
Businesses had better not employ the workers for the whole of their life,0.750726839,0.8751331054,0.7034519876,0.8418084197,0.6676564977,0,1,0,0,0.9998962709,0.11,23,3748,1,0
Businesses had better not employ the workers for the whole of their life,0.750726839,0.8751331054,0.7034519876,0.8418084197,0.6676564977,0,1,0,0,0.9998606029,0.106,25,3748,1,0
Businesses had better not employ the workers for the whole of their life,0,0,0,0,0,0,0,0,0,0.8124201794,0,5,3749,1,1
Businesses had better not employ the workers for the whole of their life,0.7674226551,0.7870023606,0.6671462659,0.7674226551,0.7064758069,0,1,0,0,0.9584449023,0.324,32,3749,1,1
Businesses had better not employ the workers for the whole of their life,0.7674226551,0.7870023606,0.6671462659,0.7674226551,0.542671195,0,1,0,0,0.98086557,0.462,19,3749,1,1
Businesses had better not employ the workers for the whole of their life,0.5629277037,0.5629277037,0.5151242933,0.5478013532,0.6903673612,0,0,0,0,0.5996205748,0,12,3749,1,1
Businesses had better not employ the workers for the whole of their life,0.7674226551,0.7870023606,0.6671462659,0.7674226551,0.7024273496,0,1,0,0,0.8530116841,0.273,42,3749,1,1
Businesses had better not employ the workers for the whole of their life,0.7418536375,0.9150181819,0.5822408274,0.4554166061,0.8234284473,0,1,0,0,0.9989399421,0.404,18,3750,1,1
Businesses had better not employ the workers for the whole of their life,0.7418536375,0.9150181819,0.5822408274,0,0,0,1,0,0,0.9977550378,0,2,3750,1,1
Businesses had better not employ the workers for the whole of their life,0.4676163661,0.6802546948,0.294297195,0.4554166061,0.8234284473,0,1,0,0,0.8951541398,0.444,15,3750,1,1
Businesses had better not employ the workers for the whole of their life,0.7418536375,0.9150181819,0.5822408274,0.4554166061,0.8234284473,0,1,0,0,0.9989399421,0.404,18,3750,1,1
Childhood is the happiest time of a person's life,0.7781879784,0.9233688291,0.9700956969,0.3103685912,0,0,1,0,0,0.9803391302,0.401,13,3751,1,1
Childhood is the happiest time of a person's life,0.7781879784,0.9233688291,0.6010500319,0,0.4711455865,0,1,0,0,0.9850650021,0.455,5,3751,1,1
Childhood is the happiest time of a person's life,0.673040171,0.673040171,0.9700956969,0.3103685912,0.6710638841,0,1,0,0,0.7156136082,0.412,7,3751,1,1
Childhood is the happiest time of a person's life,0.7781879784,0.9233688291,0.9700956969,0.3103685912,0.9382080048,0,1,0,0,0.7412256913,0.379,16,3751,1,1
Childhood is the happiest time of a person's life,0.8507761512,0.673040171,0.9700956969,0.3103685912,0.872191385,1,1,0,0,0.1147252525,0.361,19,3752,1,1
Childhood is the happiest time of a person's life,0.7436215721,0,0,0,0.7851648992,0,1,0,0,0.9999709118,0.335,21,3752,1,1
Childhood is the happiest time of a person's life,0,0,0,0,0,0,0,0,0,0.6806116251,0.378,10,3752,1,1
Childhood is the happiest time of a person's life,0.673040171,0.673040171,0.9700956969,0.3103685912,0.872191385,0,0,0,0,0.1882451155,0.375,8,3752,1,1
Childhood is the happiest time of a person's life,0.8814353674,0.8814353674,0.6290886703,0.3000188318,0.8843433077,1,1,0,0,0.9992158644,0.303,42,3752,1,1
Childhood is the happiest time of a person's life,0,0,0,0,0.4670979274,0,1,0,0,0.6185270173,0,4,3753,1,0
Childhood is the happiest time of a person's life,0.7600938935,0,0,0,0.4836659702,0,1,0,0,0.1847057148,0,12,3753,1,0
Childhood is the happiest time of a person's life,0.7600938935,0,0,0,0.5978752842,0,1,0,0,0.0608320947,0,17,3753,1,0
Childhood is the happiest time of a person's life,0.7600938935,0,0,0,0.57660503,0,1,0,0,0.9803555463,0,10,3754,1,0
Childhood is the happiest time of a person's life,0.7600938935,0,0,0,0,0,0,0,0,0.3815007404,0,11,3754,1,0
Childhood is the happiest time of a person's life,0.7600938935,0,0,0,0.57660503,0,1,0,0,0.6810842189,0,22,3754,1,0
Childhood is the happiest time of a person's life,0.7600938935,0.7808567643,0.7513496601,0.8809743572,0.6704840161,0,1,0,0,0.9814583148,0,13,3755,1,0
Childhood is the happiest time of a person's life,0.7600938935,0.7808567643,0.7513496601,0.8809743572,0.6704840161,0,1,0,0,0.9814583148,0,13,3755,1,0
Childhood is the happiest time of a person's life,0,0,0,0,0.6710638841,0,0,0,0,0.3487848499,0,4,3756,1,1
Childhood is the happiest time of a person's life,0,0,0,0,0,0,1,0,0,0.9535374906,0,3,3756,1,1
Childhood is the happiest time of a person's life,0.7600938935,0,0,0,0,0,1,0,0,0.995024367,0.379,13,3756,1,1
Childhood is the happiest time of a person's life,0.7600938935,0,0,0,0.6710638841,0,1,0,0,0.9713225088,0.264,22,3756,1,1
Childhood is the happiest time of a person's life,0,0,0,0,0.7351007002,0,1,0,0,0.3586128632,0.242,12,3757,1,0
Childhood is the happiest time of a person's life,0.8507761512,0.406958134,0,0,0.7962415223,0,0,0,0,0.9994917229,0.075,19,3757,1,0
Childhood is the happiest time of a person's life,0.406958134,0.406958134,0,0,0.5595664827,0,0,0,0,0.9455453884,0.14,10,3757,1,0
Childhood is the happiest time of a person's life,0.7436215721,0,0,0,0.6871785642,0,0,0,0,0.9978119052,0,8,3757,1,0
Childhood is the happiest time of a person's life,0.8507761512,0,0,0,0.864566782,0,1,0,0,0.9404206198,0.148,31,3757,1,0
Childhood is the happiest time of a person's life,0.7979828089,0.7979828089,0.7332705695,0,0.8615041687,0,1,0,0,0.8714909624,0.254,24,3758,1,0
Childhood is the happiest time of a person's life,0.7979828089,0.7979828089,0.7332705695,0,0.8615041687,0,1,0,0,0.8714909624,0.254,24,3758,1,0
Childhood is the happiest time of a person's life,0.7979828089,0.7979828089,0.7407748705,0.8336443835,0.8465443289,0,1,0,0,0.2641282646,0,25,3759,1,0
Childhood is the happiest time of a person's life,0,0,0,0,0,0,1,0,0,0.4397577663,0,4,3759,1,0
Childhood is the happiest time of a person's life,0.7979828089,0.7979828089,0.7332705695,0,0.5867911573,0,1,0,0,0.6480495679,0,20,3759,1,0
Childhood is the happiest time of a person's life,0.7979828089,0.7979828089,0.7407748705,0.8336443835,0.8465443289,0,1,0,0,0.2641282646,0,25,3759,1,0
Childhood is the happiest time of a person's life,0.7436215721,0.8688093961,0.5762055521,0.9026948647,0,0,1,0,0,0.9934733541,0,9,3760,1,0
Childhood is the happiest time of a person's life,0.7436215721,0.7769451239,0.797729144,0.6670425557,0.7537287769,0,0,0,0,0.9812088855,0,11,3760,1,0
Childhood is the happiest time of a person's life,0.7436215721,0.8688093961,0.5762055521,0.9026948647,0.7537287769,0,1,0,0,0.9889647196,0,21,3760,1,0
Childhood is the happiest time of a person's life,0.8441949401,0.8441949401,0.9700956969,0.9284991723,0.935118872,0,1,0,0,0.5625319817,0.147,14,3761,1,1
Childhood is the happiest time of a person's life,0.8441949401,0.8441949401,0.9700956969,0.9284991723,0.935118872,0,1,0,0,0.4889681062,0.137,16,3761,1,1
Childhood is the happiest time of a person's life,0.7436215721,0.7564397194,0.6403798385,0.7865856204,0.8758686185,0,1,0,0,0.9923583139,0.333,18,3762,1,1
Childhood is the happiest time of a person's life,0.7436215721,0.7564397194,0.6403798385,0.7865856204,0.8758686185,0,1,0,0,0.9923583139,0.333,18,3762,1,1
Childhood is the happiest time of a person's life,0.790750004,0.7626532022,0.7407748705,0.8336443835,0.8432847264,0,1,0,0,0.9967753394,0,14,3763,1,0
Childhood is the happiest time of a person's life,0.605694025,0.605694025,0.6245766503,0.8255911244,0.6152491902,0,1,0,0,0.9557347443,0.386,15,3763,1,0
Childhood is the happiest time of a person's life,0.790750004,0.7626532022,0.7407748705,0.8336443835,0.8769904527,0,1,0,0,0.998602651,0.208,30,3763,1,0
Childhood is the happiest time of a person's life,0.7614331723,0.8031944176,0.5647259951,0.824971411,0.7052853468,0,1,0,0,0.4779685841,0.3,8,3764,1,0
Childhood is the happiest time of a person's life,0.790750004,0,0,0,0.7793309781,0,1,0,0,0.0955685048,0.333,14,3764,1,0
Childhood is the happiest time of a person's life,0.790750004,0.8031944176,0.5647259951,0.824971411,0.8294497081,0,1,0,0,0.0351851332,0.298,26,3764,1,0
Childhood is the happiest time of a person's life,0,0,0,0,0,0,0,0,0,0.9788094657,0,3,3765,1,1
Childhood is the happiest time of a person's life,0,0,0,0,0.8128757718,0,1,0,0,0.7164879851,0.412,8,3765,1,1
Childhood is the happiest time of a person's life,0.673040171,0.673040171,0.9700956969,0.3103685912,0.7943760359,0,1,0,0,0.6304755149,0.296,14,3765,1,1
Childhood is the happiest time of a person's life,0,0,0,0,0.783945191,0,0,0,0,0.560064128,0,11,3766,1,1
Childhood is the happiest time of a person's life,0.7925218342,0.9284991723,0.8105038738,0.2409743306,0.8830724548,0,1,0,0,0.273213154,0,13,3766,1,1
Childhood is the happiest time of a person's life,0.8814353674,0.9284991723,0.8105038738,0.2409743306,0.8760668063,0,1,0,0,0.1386670586,0,26,3766,1,1
Childhood is the happiest time of a person's life,0,0,0,0,0.377100995,0,0,0,0,0.8476805407,0.362,7,3767,0,0
Childhood is the happiest time of a person's life,0,0,0,0,0,0,0,0,0,0.7762065263,0.428,7,3767,0,0
Childhood is the happiest time of a person's life,0.7616048852,0.7979828089,0.6014046805,0,0.7571944508,0,0,0,0,0.9674183623,0,4,3767,0,0
Childhood is the happiest time of a person's life,0.9169332853,0,0,0,0.7115880301,0,1,0,0,0.9552063302,0,7,3767,0,0
Childhood is the happiest time of a person's life,0.8814353674,0.8814353674,0.6228540464,0,0,0,1,0,0,0.8713632361,0.18,12,3767,0,0
Childhood is the happiest time of a person's life,0.8814353674,0.8814353674,0.6228540464,0,0,0,1,0,0,0.9757939404,0,2,3767,0,0
Childhood is the happiest time of a person's life,0.7600938935,0,0,0,0,0,1,0,0,0.4035657618,0.239,9,3767,0,0
Childhood is the happiest time of a person's life,0.9169332853,0.8814353674,0.6228540464,0,0.779857637,0,1,0,0,0.8450783114,0.19,41,3767,0,0
Success and knowledge,0.6735567369,0.7768033706,0.639367958,0.8043878168,0,0,1,0,0,0.9865661492,0,4,3768,0,0
Success and knowledge,0.7278674295,0.7498129786,0.8155633017,0.8817579232,0,0,1,1,0,0.5047646678,0,7,3768,0,0
Success and knowledge,0.8155633017,0.8155633017,0.8362273696,0,0,0,1,0,0,0.9428770018,0.325,4,3768,0,0
Success and knowledge,0.6709009679,0.6729015864,0.6735567369,0.726646119,0,0,1,0,0,0.9873674812,0,9,3768,0,0
Success and knowledge,0.6735567369,0.7768033706,0.639367958,0.8043878168,0,0,1,0,0,0.9770402795,0,3,3768,0,0
Success and knowledge,0.8155633017,0.8155633017,0.8362273696,0.8817579232,0,0,1,1,0,0.9951341559,0.059,29,3768,0,0
