Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,sq1,sq2,sq3,sq4,sq5,sq6,sq7,Title,Sen_num
love with monster prime numbers,0.7496135806,0.9054623512,0.7809957939,0,0,0,0,0,0.9824420366,0.167,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,115
love with monster prime numbers,0.8344475191,0.9054623512,0.5855973457,0,0,1,0,0,0.9999890572,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,116
love with monster prime numbers,0.7496135806,0.9054623512,0.5855973457,0,0,1,0,0,0.9718581955,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,117
love with monster prime numbers,0.7496135806,0.9054623512,0.5855973457,0,0,0,0,0,0.97872954,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,118
love with monster prime numbers,0.7530778096,0.7776764089,0,0,0,1,0,0,0.989125544,0,0,0,0,0,0,0,0.0769230769,Why_I_fell_in_love_with_monster_prime_numbers,119
love with monster prime numbers,0.7496135806,0.9054623512,0.7201664558,0.8358586722,0,1,0,0,0.983515856,0,0,0,0,0,0,0,0.0909090909,Why_I_fell_in_love_with_monster_prime_numbers,120
love with monster prime numbers,0.7495517831,0,0,0,0,1,1,0,0.9748728729,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,121
love with monster prime numbers,0.7495517831,0,0,0,0,1,1,0,0.9479830836,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,122
love with monster prime numbers,0.7985034748,0,0,0,0,0,0,0,0.544958983,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,123
love with monster prime numbers,0.725540927,0.7864084656,0.6532579579,0.8391922616,0,0,0,0,0.951421525,0.076,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,124
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,1,1,0,0.9968015644,0.075,0,0,0,0,0,0.0555555556,0.0555555556,Why_I_fell_in_love_with_monster_prime_numbers,125
love with monster prime numbers,0,0,0,0,0,1,0,0,0.9140243052,0.25,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,126
love with monster prime numbers,0.7119876937,0.8531658031,0.5696535235,0.5774970223,0,1,0,0,0.5059334473,0.126,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,127
love with monster prime numbers,0.8368901133,0,0,0,0,1,0,0,0.9984041469,0.157,0,0,0,0,0,0.1666666667,0,Why_I_fell_in_love_with_monster_prime_numbers,128
love with monster prime numbers,0,0,0,0,0,1,0,0,0.9992415344,0.196,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,129
love with monster prime numbers,0.8810321665,0,0,0,0,1,0,0,0.8402975301,0.277,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,130
love with monster prime numbers,0.8810321665,0,0,0,0,1,0,0,0.4121455951,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,131
love with monster prime numbers,0.7119876937,0.8531658031,0.5696535235,0.5774970223,0,0,0,0,0.9875193441,0.075,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,132
love with monster prime numbers,0.7800509296,0.7800509296,0.5190593777,0,0,1,0,0,0.9908591624,0,0,0,0.0909090909,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,133
love with monster prime numbers,0.8344475191,0.8344475191,0.7144919837,0,0,0,1,0,0.8038484475,0.042,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,134
love with monster prime numbers,0.7496135806,0.9054623512,0.5855973457,0,0,0,0,0,0.9928436146,0.377,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,135
love with monster prime numbers,0.8368901133,0.8344475191,0.4607850281,0,0,1,0,0,0.995303902,0,0.2,0.2,0.2,0,0.4,0.2,0,Why_I_fell_in_love_with_monster_prime_numbers,136
love with monster prime numbers,0.8344475191,0.8531658031,0.7631534845,0.5774970223,0,1,0,0,0.8681457079,0.206,0.0769230769,0,0.0384615385,0.0384615385,0.0769230769,0.0384615385,0,Why_I_fell_in_love_with_monster_prime_numbers,137
love with monster prime numbers,0.8368901133,0,0,0,0,1,0,0,0.9993560213,0.327,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,138
love with monster prime numbers,0.7496135806,0.9054623512,0.5855973457,0,0,1,0,0,0.9673149882,0.189,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,139
love with monster prime numbers,0.7530778096,0.9054623512,0.5855973457,0,0,1,0,0,0.9999843644,0.429,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,140
love with monster prime numbers,0.8810321665,0.725540927,0,0,0,1,0,0,0.9998796964,0.312,0,0.0833333333,0,0,0.0833333333,0,0,Why_I_fell_in_love_with_monster_prime_numbers,141
love with monster prime numbers,0.7861709678,0.9054623512,0.5855973457,0.585407365,0,1,0,0,0.9432552806,0.106,0,0,0,0,0,0.0714285714,0,Why_I_fell_in_love_with_monster_prime_numbers,142
love with monster prime numbers,0.8552579851,0.8677341732,0.4607850281,0,0,1,0,0,0.9710228316,0,0.1111111111,0.0740740741,0.0740740741,0.0740740741,0.0740740741,0.2592592593,0,Why_I_fell_in_love_with_monster_prime_numbers,143
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,1,0,0,0.9986686457,0.224,0,0.1666666667,0,0,0.0833333333,0,0,Why_I_fell_in_love_with_monster_prime_numbers,144
love with monster prime numbers,0.69515138,0.8531658031,0,0,0,1,0,0,0.845492157,0.227,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,145
love with monster prime numbers,0.7633502049,0.7633502049,0.604040906,0,0,1,0,0,0.6852801257,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,146
love with monster prime numbers,0.3376055862,0.4588175814,0.4700233405,0,0,1,0,0,0.0338697371,0,0,0,0.0384615385,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,147
love with monster prime numbers,0.7334206755,0.7798836797,0.708677603,0.8006885881,0,1,0,0,0.042690637,0,0.037037037,0.0740740741,0.0740740741,0.1481481481,0.0740740741,0,0.0740740741,Why_I_fell_in_love_with_monster_prime_numbers,148
love with monster prime numbers,0.788182863,0.8563068455,0.5058592979,0,0,1,0,0,0.0307858107,0.118,0,0,0,0,0,0,0.0476190476,Why_I_fell_in_love_with_monster_prime_numbers,149
love with monster prime numbers,0.8344475191,0.8691457087,0.5307818473,0.7824162522,0,1,0,0,0.9998994639,0.147,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,150
love with monster prime numbers,0.7495517831,0,0,0,0,1,0,0,0.9966669227,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,151
love with monster prime numbers,0.7985034748,0,0,0,0,1,0,0,0.992324164,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,152
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,1,1,1,0,0.9998364068,0.135,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,153
love with monster prime numbers,0.8368901133,0,0,0,0,1,0,0,0.9988614651,0.434,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,154
love with monster prime numbers,0.7800509296,0.7800509296,0.5190593777,0,0,1,0,0,0.9913921079,0.365,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,155
love with monster prime numbers,0.8810321665,0,0,0,0,1,0,0,0.9243914433,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,156
love with monster prime numbers,0.8344475191,0.8827371961,0.4607850281,0,0,0,0,0,0.9512212493,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,157
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,1,0,0,0.0678493929,0.096,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,158
love with monster prime numbers,0.8368901133,0,0,0,0,1,0,0,0.9443596492,0.444,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,159
love with monster prime numbers,0.8368901133,0,0,0,0,1,0,0,0.9230327726,0.608,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,160
love with monster prime numbers,0.756776823,0.8691457087,0.5307818473,0.7824162522,0,1,0,0,0.226786593,0.157,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,161
love with monster prime numbers,0.7496135806,0.9054623512,0.7407554828,0,0,0,1,1,0.9941363274,0.103,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,162
love with monster prime numbers,0.7334206755,0.7550191433,0.5951063138,0.8006885881,0,1,0,1,0.9994282599,0.216,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,163
love with monster prime numbers,0.7985034748,0,0,0,0,0,0,0,0.5275192876,0.469,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,164
love with monster prime numbers,0.7496135806,0.9054623512,0.5855973457,0,0,0,0,0,0.9899422436,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,165
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,0,0,0,0.9975430817,0.518,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,166
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,0,1,0,0.9995559105,0.289,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,167
love with monster prime numbers,0.8344475191,0.9054623512,0.5951063138,0.8006885881,0,0,0,0,0.9993315843,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,168
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,0,0,0,0.9890236419,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,169
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,0,0,0,0.9890236419,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,170
love with monster prime numbers,0.8344475191,0.9054623512,0.5855973457,0,0,1,0,0,0.9986897648,0,0,0,0,0,0,0,0.1,Why_I_fell_in_love_with_monster_prime_numbers,171
love with monster prime numbers,0,0,0,0,0,0,0,0,0.8742003288,1,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,172
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,0,0,0,0.9998442239,0.286,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,173
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,0,0,0,0.9580685788,0.524,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,174
love with monster prime numbers,0.5997565325,0.8129476197,0.7407554828,0,0,0,1,0,0.8951371559,0.349,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,175
love with monster prime numbers,0.216808468,0.2522170433,0.6618013314,0.3269545285,1,1,0,0,0.8130948437,0,0.0666666667,0.0666666667,0.1333333333,0.1333333333,0.0666666667,0.1333333333,0,Why_I_fell_in_love_with_monster_prime_numbers,176
love with monster prime numbers,0.8344475191,0.8344475191,0.6234035635,0,1,1,1,0,0.5148719713,0.169,0.0526315789,0,0.1315789474,0.0789473684,0.0263157895,0.0526315789,0.0263157895,Why_I_fell_in_love_with_monster_prime_numbers,177
love with monster prime numbers,0.7496135806,0.9054623512,0.5855973457,0,0,1,0,0,0.9969245867,0.474,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,178
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,1,0,0,0.9422229468,0,0,0,0.2,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,179
love with monster prime numbers,0.8368901133,0.7633502049,0.6618013314,0.6059201527,0,1,0,0,0.5780618564,0,0,0.03125,0,0.03125,0.03125,0,0.125,Why_I_fell_in_love_with_monster_prime_numbers,180
love with monster prime numbers,0.7815050053,0.7815050053,0.7522474539,0.2678115001,0,0,0,0,0.5101708012,0.313,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,181
love with monster prime numbers,0.7495517831,0,0,0,0,1,0,0,0.9989649735,0.196,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,182
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,1,0,0,0.9832473863,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,183
love with monster prime numbers,0.7732137985,0.7877780713,0.5498315314,0.7196548436,0,1,0,0,0.5784434502,0.119,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,184
love with monster prime numbers,0.8368901133,0,0,0,0,1,0,0,0.9999956587,0.376,0,0,0.1818181818,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,185
love with monster prime numbers,0.8344475191,0.8344475191,0.4607850281,0,0,0,0,0,0.9940386445,0,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,186
love with monster prime numbers,0.8368901133,0,0,0,0,1,0,0,0.8924719367,0,0,0,0.5714285714,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,187
love with monster prime numbers,0.8368901133,0,0,0,0,1,0,0,0.9650478437,0,0,0,0.2857142857,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,188
love with monster prime numbers,0.7495517831,0.0451286806,0,0,0,1,0,0,0.9892937655,0.211,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,189
love with monster prime numbers,0,0,0,0,0,0,0,0,0.8742003288,0.714,0,0,0,0,0,0,0,Why_I_fell_in_love_with_monster_prime_numbers,190
Mars,0.2691682548,0.3262331474,0.3405388111,0.1322288464,0,1,0,0,0.9704133147,0.106,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,1
Mars,0.3569029491,0,0,0,0,1,0,0,0.6142304752,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,2
Mars,0.6935993418,0.6935993418,0.1970191939,0,0,0,0,1,0.4676615747,0,0,0,0.0909090909,0,0,0,0,Why_we_need_to_go_back_to_Mars,3
Mars,0.3860427105,0,0,0,0,1,0,0,0.936670491,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,4
Mars,0.3954638383,0.3954638383,0.3354809582,0,0,0,1,0,0.8738231383,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,5
Mars,1,1,0.2986750057,0.4323542568,0,1,0,1,0.9734086555,0,0.0526315789,0,0,0,0.0526315789,0.1052631579,0,Why_we_need_to_go_back_to_Mars,6
Mars,0.3954638383,0.3954638383,0.3354809582,0,0,1,0,0,0.9456681467,0.683,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,7
Mars,0.6935993418,0.6935993418,0.1970191939,0,0,1,0,0,0.9993816225,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,8
Mars,0.3275359483,0.1325661377,0.3278892509,0.2564362857,0,0,0,1,0.9255099903,0.132,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,9
Mars,0.3539298794,0.3818436952,0.3838267741,0,0,1,0,1,0.369855578,0,0.2,0.1333333333,0.0666666667,0.1333333333,0.1333333333,0.2,0,Why_we_need_to_go_back_to_Mars,10
Mars,1,1,0.3405388111,0.1322288464,0,1,0,1,0.9998881908,0,0.0714285714,0,0.1428571429,0.2857142857,0.1428571429,0,0,Why_we_need_to_go_back_to_Mars,11
Mars,0.5221619885,0.3325352661,0.3405388111,0.4930132199,1,1,0,1,0.9999672872,0.174,0,0,0,0,0,0,0.15,Why_we_need_to_go_back_to_Mars,12
Mars,0.2511369629,0.2511369629,0,0,0,0,0,0,0.9904254789,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,13
Mars,0.3860427105,0,0,0,0,1,1,0,0.7797663907,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,14
Mars,0.4490059709,0.4490059709,0.2466611185,0,0,0,0,0,0.6869601106,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,15
Mars,0.3275359483,0,0,0,0,0,1,0,0.2162051617,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,16
Mars,0.3275359483,0,0,0,0,0,0,1,0.9771747494,0.213,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,17
Mars,0.3860427105,0,0,0,0,1,0,0,0.8322164312,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,18
Mars,0.3860427105,0,0,0,0,1,0,1,0.8767420406,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,19
Mars,0.7954067416,0.7954067416,0.5161190847,0.7047546399,0,1,0,0,0.6714099206,0.31,0,0,0,0,0.1428571429,0.1428571429,0,Why_we_need_to_go_back_to_Mars,20
Mars,1,1,0.4738160083,0.6350813339,0,1,0,1,0.5441502856,0,0.1290322581,0.064516129,0.1290322581,0.064516129,0.064516129,0.0322580645,0,Why_we_need_to_go_back_to_Mars,21
Mars,1,1,0.3354809582,0,0,1,0,1,0.9999248529,0.239,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,22
Mars,0.3275359483,0,0,0,0,1,0,1,0.9129264129,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,23
Mars,0.3275359483,0,0,0,0,1,0,0,0.9155952849,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,24
Mars,0.3275359483,0,0,0,0,1,0,1,0.9867268557,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,25
Mars,1,1,0,0,0,1,0,1,0.7801666136,0,0,0,0.0909090909,0,0,0,0,Why_we_need_to_go_back_to_Mars,26
Mars,1,1,0,0,0,1,0,1,0.8087727342,0.231,0,0,0.0909090909,0,0,0,0,Why_we_need_to_go_back_to_Mars,27
Mars,0,0,0,0,0,0,0,0,0.9948322044,0.522,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,28
Mars,1,1,0,0,0,1,0,1,0.9717656903,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,29
Mars,0.3860427105,0,0,0,0,1,0,0,0.936670491,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,30
Mars,0.3954638383,0.3954638383,0.3354809582,0,0,0,0,1,0.9958587176,0.182,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,31
Mars,0.3860427105,0,0,0,0,1,0,1,0.936670491,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,32
Mars,0.3860427105,0,0,0,0,1,0,1,0.9860171908,0,0,0,0.375,0,0,0,0,Why_we_need_to_go_back_to_Mars,33
Mars,0.509644974,0.4893278271,0.3083028798,0,0,1,0,0,0.572393604,0.153,0,0,0,0,0,0,0.2727272727,Why_we_need_to_go_back_to_Mars,34
Mars,0.3275359483,0,0,0,0,1,0,1,0.157140251,0.118,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,35
Mars,0.3260851868,0.7727712417,0.3525053052,0.6350813339,0,1,0,1,0.9995278936,0.06,0.0588235294,0.0294117647,0.1176470588,0.1176470588,0.0588235294,0.1176470588,0,Why_we_need_to_go_back_to_Mars,36
Mars,0.3275359483,0,0,0,0,1,0,0,0.9791142292,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,37
Mars,0.5659207867,0.7204141218,0.4043388494,0.7237145711,0,1,0,1,0.9999886395,0,0.0434782609,0.0434782609,0,0,0.0434782609,0.1304347826,0,Why_we_need_to_go_back_to_Mars,38
Mars,0.3917575479,0.3988419533,0.3897266533,0.4303434857,0,1,0,1,0.8311897769,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,39
Mars,0.3917575479,0.3988419533,0.3897266533,0.4303434857,0,1,1,1,0.6535441269,0.253,0.2,0.2,0.4,0.2,0.2,0,0,Why_we_need_to_go_back_to_Mars,40
Mars,0.310102933,0.3616906359,0.2624341039,0.3876826032,0,1,0,0,0.9951286532,0,0.0454545455,0.0454545455,0.1818181818,0.1363636364,0.0909090909,0.0909090909,0,Why_we_need_to_go_back_to_Mars,41
Mars,1,1,0,0,0,1,1,0,0.9095955789,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,42
Mars,0.3917575479,0.3988419533,0.3897266533,0.4303434857,0,1,0,1,0.4010364252,0,0,0,0,0,0,0,0.0526315789,Why_we_need_to_go_back_to_Mars,43
Mars,0.2710931812,0.2710931812,0.4043388494,0,0,1,0,0,0.9940409876,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,44
Mars,0.3860427105,0,0,0,0,1,0,0,0.9162116221,0.529,0,0,0.1666666667,0,0,0,0,Why_we_need_to_go_back_to_Mars,45
Mars,0.4296086154,0.4623912938,0.0946591206,0.3754073076,1,1,0,1,0.8744498222,0,0,0,0,0,0,0,0.0555555556,Why_we_need_to_go_back_to_Mars,46
Mars,0.3917575479,0.3988419533,0.3897266533,0.4303434857,0,1,0,0,0.939336859,0.375,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,47
Mars,0.3917575479,0.3988419533,0.3897266533,0.4303434857,0,1,0,0,0.9900212724,0.22,0,0,0,0,0,0,0.1538461538,Why_we_need_to_go_back_to_Mars,48
Mars,0.3917575479,0.3988419533,0.3897266533,0.4303434857,0,1,0,0,0.2583911264,0,0,0,0.0666666667,0,0,0,0,Why_we_need_to_go_back_to_Mars,49
Mars,0.2710931812,0.2710931812,0.4043388494,0,0,1,0,1,0.998400413,0,0,0,0.125,0,0,0,0,Why_we_need_to_go_back_to_Mars,50
Mars,0.3860427105,0,0,0,0,1,0,0,0.936670491,0,0,0,0,0,0.2,0,0,Why_we_need_to_go_back_to_Mars,51
Mars,0.3860427105,0,0,0,0,1,0,1,0.9235744001,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,52
Mars,0.3860427105,0,0,0,0,1,0,0,0.9960780929,0.429,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,53
Mars,0.3860427105,0,0,0,0,0,1,0,0.9216951741,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,54
Mars,0.3954638383,0.3954638383,0.3354809582,0,0,1,0,0,0.9938192846,0,0,0,0.1666666667,0,0,0,0,Why_we_need_to_go_back_to_Mars,55
Mars,0.3860427105,0,0,0,0,1,0,1,0.1015349668,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,56
Mars,0,0,0,0,0,0,0,0,0.9858568101,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,57
Mars,1,1,0.2557740855,0,0,1,1,1,0.7982996724,0,0.0833333333,0.0833333333,0,0,0.0833333333,0,0,Why_we_need_to_go_back_to_Mars,58
Mars,1,1,0,0,0,0,0,1,0.9834822602,0.18,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,59
Mars,0.5820053977,0.7727712417,0.3988419533,0.6350813339,0,1,0,1,0.0483818314,0.107,0.0909090909,0.0606060606,0.0303030303,0.0606060606,0.0606060606,0,0,Why_we_need_to_go_back_to_Mars,60
Mars,0.1514602954,0.1552549459,0.0563943945,0,0,0,0,1,0.9172095562,0.174,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,61
Mars,0.3275359483,0,0,0,0,1,0,0,0.9571849085,0.344,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,62
Mars,0.3860427105,0,0,0,0,1,1,0,0.6750914394,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,63
Mars,0.3917575479,0.3988419533,0.3897266533,0.4303434857,0,0,0,1,0.7000872621,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,64
Mars,0.3860427105,0,0,0,0,1,0,0,0.9056415748,0,0,0,0,0.2,0.2,0,0,Why_we_need_to_go_back_to_Mars,65
Mars,0.3954638383,0.3954638383,0.3354809582,0,0,1,0,0,0.9979813376,0,0,0.0909090909,0,0.0909090909,0.0909090909,0.0909090909,0,Why_we_need_to_go_back_to_Mars,66
Mars,0.1264213682,0.1264213682,0.0353448899,0.0874441966,0,1,0,0,0.9570287687,0,0.25,0.25,0,0.1666666667,0.1666666667,0.1666666667,0,Why_we_need_to_go_back_to_Mars,67
Mars,0.3917575479,0.3988419533,0.3897266533,0.4303434857,0,1,0,0,0.965610194,0,0,0,0.1,0.1,0.1,0,0,Why_we_need_to_go_back_to_Mars,68
Mars,0.3275359483,0.3325352661,0.2742346177,0.4930132199,0,1,1,0,0.9966394314,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,69
Mars,0.3498453424,0.5201686772,0.4058399742,0.4930132199,0,1,0,1,0.8745258701,0,0,0,0.1666666667,0.1111111111,0.0555555556,0,0,Why_we_need_to_go_back_to_Mars,70
Mars,0.2988628784,0.3412831725,0.4043388494,0.7237145711,0,1,0,0,0.9688059189,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,71
Mars,0.3937498096,0.3937498096,0.536941953,0.3924820329,0,1,0,0,0.945386566,0.375,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,72
Mars,0.2893208527,0.292034672,0,0,0,1,0,1,0.9989658406,0,0.0689655172,0.0689655172,0.0344827586,0.0689655172,0.0689655172,0.0689655172,0,Why_we_need_to_go_back_to_Mars,73
Mars,0.3937498096,0.3972069619,0.536941953,0.3924820329,0,1,1,1,0.2636039876,0,0.04,0.08,0.16,0.12,0.08,0.12,0,Why_we_need_to_go_back_to_Mars,74
Mars,0.347846673,0,0,0,0,1,0,0,0.3772179564,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,75
Mars,0.3954638383,0.3954638383,0.4043388494,0.7237145711,0,1,0,1,0.918979341,0,0.1739130435,0.0434782609,0.1304347826,0.1739130435,0.1304347826,0.1304347826,0.0434782609,Why_we_need_to_go_back_to_Mars,76
Mars,1,1,0,0,0,1,0,1,0.240809729,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,77
Mars,0.3730618073,0.3730618073,0.4855179606,0.4140389101,0,1,0,1,0.4049065265,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,78
Mars,0.3338608496,0.6408869864,0.352895445,0.34761134,0,1,0,1,0.8517704321,0,0.0416666667,0.1666666667,0.0416666667,0.0833333333,0.125,0.0416666667,0,Why_we_need_to_go_back_to_Mars,79
Mars,0.3275359483,0,0,0,0,1,0,0,0.8438713578,0.18,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,80
Mars,0.2055866072,0.3556642156,0.310102933,0.3616906359,0,1,0,1,0.6867715424,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,81
Mars,1,1,0,0,0,1,0,1,0.0800948407,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,82
Mars,0.3954638383,0.3954638383,0.3354809582,0,0,0,1,0,0.9487608326,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,83
Mars,0.5029800559,0.5600640509,0.0273557662,0.5451614814,1,1,0,1,0.9052603768,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,Why_we_need_to_go_back_to_Mars,84
Mars,0.2691682548,0.3262331474,0.3405388111,0.1322288464,0,1,0,0,0.9788970269,0,0,0,0,0,0,0,0,Why_we_need_to_go_back_to_Mars,85
